	2.6742931 52.1090465	2.5544001 55.0240713	2.4519984 58.3737413	2.3640230 62.0346012	2.2875976 65.9225362	2.2203831 69.9818606	2.1068341 78.4802145	2.0581180 82.8782220	2.0136519 87.3582485	1.9728316 91.9117597	1.9351810 96.5322141	1.9003181 101.2143512	1.8679306 105.9537483	1.8377591 110.7465458	1.8095842 115.5892790	1.7832182 120.4787754	1.7584985 125.4120921	1.7134456 135.3993533	1.6928750 140.4482903	1.6734713 145.5310083	1.6378142 155.7893461	1.6214066 160.9610692	1.6058553 166.1587687	1.5910996 171.3807946	1.5770843 176.6256061	1.5637588 181.8917656	1.5510767 187.1779328	1.5389955 192.4828591	1.5274763 197.8053814	1.5164832 203.1444172	1.5059829 208.4989587	1.4959451 213.8680680	1.4863414 219.2508722	1.4771460 224.6465586
	2.6640218 51.7393861	2.5418260 54.6595146	2.4376560 58.0184006	2.3483419 61.6928873	2.2709099 65.5987628	2.2029411 69.6800276	2.0884112 78.2326109	2.0393879 82.6620674	1.9946996 87.1759202	1.9537223 91.7653025	1.9159653 96.4233829	1.8810350 101.1446512	1.8486106 105.9244712	1.8184255 110.7588014	1.7902553 115.6440226	1.7639081 120.5768306	1.7392180 125.5541711	1.6942467 135.6312510	1.6737245 140.7258329	1.6543725 145.8546041	1.6188246 156.2060784	1.6024731 161.4248037	1.5869782 166.6697497	1.5722788 171.9392384	1.5583193 177.2317045	1.5450490 182.5456892	1.5324212 187.8798336	1.5203934 193.2328728	1.5089265 198.6036295	1.4979845 203.9910086	1.4875341 209.3939912	1.4775450 214.8116295	1.4679888 220.2430421	1.4588394 225.6874084
	2.6537506 51.4084940	2.5292519 54.3348237	2.4233135 57.7040760	2.3326609 61.3933454	2.2542221 65.3183080	2.1854991 69.4226524	2.0699882 78.0317614	2.0206579 82.4938467	1.9757473 87.0427393	1.9346131 91.6692461	1.8967496 96.3662506	1.8617520 101.1279957	1.8292906 105.9496327	1.7990920 110.8269384	1.7709265 115.7561381	1.7445981 120.7337951	1.7199375 125.7567415	1.6750478 135.9269303	1.6545740 141.0688608	1.6352736 146.2454252	1.5998350 156.6936148	1.5835396 161.9611771	1.5681011 167.2552322	1.5534580 172.5740721	1.5395543 177.9161055	1.5263392 183.2798505	1.5137658 188.6639283	1.5017914 194.0670561	1.4903767 199.4880413	1.4794858 204.9257748	1.4690854 210.3792256	1.4591449 215.8474352	1.4496361 221.3295122	1.4405329 226.8246276
	2.6434793 51.1150203	2.5166778 54.0487167	2.4089711 57.4295701	2.3169798 61.1348761	2.2375344 65.0801797	2.1680570 69.2088569	2.0515653 77.8770260	2.0019278 82.3730405	1.9567950 86.9583063	1.9155039 91.6233104	1.8775340 96.3606549	1.8424690 101.1643384	1.8099705 106.0293010	1.7797585 110.9511377	1.7515977 115.9259177	1.7252880 120.9500703	1.7006570 126.0203126	1.6558489 136.2871120	1.6354235 141.4781988	1.6161748 146.7043988	1.5808454 157.2530854	1.5646061 162.5714199	1.5492240 167.9165460	1.5346371 173.2867243	1.5207893 178.6803355	1.5076294 184.0958735	1.4951103 189.5319377	1.4831893 194.9872265	1.4718269 200.4605303	1.4609871 205.9507252	1.4506366 211.4567668	1.4407448 216.9776846	1.4312834 222.5125769	1.4222264 228.0606052
	2.6332080 50.8577882	2.5041037 53.8000818	2.3946287 57.1938523	2.3012988 60.9165426	2.2208467 64.8835449	2.1506150 69.0379182	2.0331423 77.7679144	1.9831978 82.2992773	1.9378427 86.9223690	1.8963947 91.6273615	1.8583183 96.4065799	1.8231860 101.2537802	1.7906505 106.1636923	1.7604249 111.1317298	1.7322689 116.1538047	1.7059779 121.2262113	1.6813764 126.3455499	1.6366500 136.7126795	1.6162731 141.9548377	1.5970760 147.2326225	1.5618558 157.8857985	1.5456726 163.2569443	1.5303469 168.6552073	1.5158163 174.0788142	1.5020244 179.5261166	1.4889196 184.9955823	1.4764549 190.4857879	1.4645872 195.9954114	1.4532771 201.5232251	1.4424884 207.0680890	1.4321878 212.6289443	1.4223447 218.2048079	1.4129307 223.7947664	1.4039199 229.3979710
	2.6229367 50.6357823	2.4915296 53.5879663	2.3802862 56.9960483	2.2856177 60.7375620	2.2041589 64.7277217	2.1331730 68.9092631	2.0147194 77.7040826	1.9644677 82.2723310	1.9188904 86.9348200	1.8772854 91.6814114	1.8391026 96.5041560	1.8039030 101.3965696	1.7713305 106.3531727	1.7410914 111.3691970	1.7129401 116.4403971	1.6866679 121.5629306	1.6620959 126.7332798	1.6174511 137.2046843	1.5971226 142.4999402	1.5779772 147.8313698	1.5428662 158.5932472	1.5267391 164.0193529	1.5114698 169.4729269	1.4969954 174.9521611	1.4832594 180.4553758	1.4702098 185.9810116	1.4577994 191.5276206	1.4459851 197.0938594	1.4347273 202.6784808	1.4239897 208.2803277	1.4137391 213.8983260	1.4039446 219.5314787	1.3945781 225.1788599	1.3856134 230.8396099
	2.6126655 50.4481379	2.4789555 53.4115674	2.3659438 56.8354324	2.2699366 60.5972983	2.1874712 64.6121739	2.1157309 68.8224623	1.9962965 77.6853297	1.9457377 82.2921192	1.8999381 86.9956965	1.8581762 91.7856174	1.8198869 96.6536611	1.7846200 101.5931047	1.7520104 106.5982600	1.7217579 111.6641767	1.6936112 116.7864510	1.6673578 121.9611028	1.6428154 127.1844943	1.5982522 137.7643521	1.5779721 143.1148484	1.5588784 148.5020981	1.5238766 159.3771191	1.5078056 164.8604476	1.4925926 170.3716210	1.4781746 175.9087947	1.4644944 181.4702564	1.4515000 187.0544178	1.4391440 192.6598055	1.4273830 198.2850528	1.4161775 203.9288925	1.4054910 209.5901489	1.3952903 215.2677317	1.3855445 220.9606290	1.3762254 226.6679018	1.3673069 232.3886782
	2.6023942 50.2941328	2.4663814 53.2702243	2.3516014 56.7114203	2.2542556 60.4952567	2.1707834 64.5365061	2.0982889 68.7772277	1.9778735 77.7115970	1.9270076 82.3587024	1.8809858 87.1051803	1.8390670 91.9402835	1.8006713 96.8555221	1.7653370 101.8439357	1.7326904 106.8996277	1.7024243 112.0174654	1.6742824 117.1928859	1.6480478 122.4217698	1.6235349 127.7003580	1.5790533 138.3930911	1.5588216 143.8010917	1.5397796 149.2464582	1.5048870 160.2393061	1.4888721 165.7822406	1.4737155 171.3534221	1.4593538 176.9509675	1.4457294 182.5731307	1.4327902 188.2182930	1.4204885 193.8849538	1.4087809 199.5717226	1.3976277 205.2773103	1.3869924 211.0005220	1.3768415 216.7402499	1.3671444 222.4954663	1.3578727 228.2652183	1.3490004 234.0486210
	2.5921229 50.1731800	2.4538073 53.1634118	2.3372589 56.6235642	2.2385745 60.4310793	2.1540957 64.5004606	2.0808469 68.7734093	1.9594506 77.7829670	1.9082776 82.4722847	1.8620335 87.2635990	1.8199578 92.1458628	1.7814556 97.1103183	1.7460539 102.1497688	1.7133704 107.2581093	1.6830908 112.4300243	1.6549536 117.6607905	1.6287377 122.9461481	1.6042544 128.2822148	1.5598544 139.0925002	1.5396711 144.5603964	1.5206807 150.0663035	1.4858974 161.1819161	1.4699386 166.7869667	1.4548384 172.4206917	1.4405329 178.0811680	1.4269644 183.7666139	1.4140804 189.4753789	1.4018331 195.2059343	1.3901788 200.9568639	1.3790779 206.7268560	1.3684937 212.5146952	1.3583927 218.3192552	1.3487443 224.1394919	1.3395201 229.9744371	1.3306939 235.8231925
	2.5818516 50.0848222	2.4412332 53.0907360	2.3229165 56.5715486	2.2228935 60.4045417	2.1374079 64.5039148	2.0634048 68.8109946	1.9410277 77.8996640	1.8895475 82.6332149	1.8430812 87.4714290	1.8008486 92.4029605	1.7622399 97.4187855	1.7267709 102.5114713	1.6940503 107.6747044	1.6637573 112.9029858	1.6356248 118.1914305	1.6094277 123.5356368	1.5849739 128.9315974	1.5406555 139.8643799	1.5205207 145.3946971	1.5015819 150.9637027	1.4669078 162.2072861	1.4510051 167.8770972	1.4359613 173.5760354	1.4217121 179.3021360	1.4081994 185.0535802	1.3953706 190.8286843	1.3831776 196.6258899	1.3715767 202.4437543	1.3605281 208.2809417	1.3499950 214.1362152	1.3399440 220.0084290	1.3303442 225.8965216	1.3211674 231.7995088	1.3123874 237.7164780
	2.5715803 50.0287272	2.4286591 53.0519299	2.3085740 56.5551872	2.2072124 60.4155516	2.1207202 64.5468803	2.0459628 68.8901080	1.9226047 78.0620565	1.8708175 82.8419899	1.8241289 87.7292981	1.7817393 92.7123384	1.7430243 97.7818211	1.7074879 102.9300775	1.6747303 108.1505854	1.6444238 113.4376609	1.6162960 118.7862565	1.5901176 124.1918266	1.5656933 129.6502373	1.5214566 140.7107438	1.5013702 146.3061487	1.4824831 151.9409525	1.4479182 163.3179968	1.4320716 169.0553553	1.4170842 174.8223190	1.4028912 180.6168799	1.3894344 186.4371807	1.3766608 192.2815032	1.3645222 198.1482578	1.3529747 204.0359739	1.3419783 209.9432907	1.3314963 215.8689486	1.3214952 221.8117815	1.3119441 227.7707091	1.3028147 233.7447307	1.2940809 239.7329185
	2.5613091 50.0046852	2.4160850 53.0468516	2.2942316 56.5744215	2.1915313 60.4641471	2.1040324 64.6295034	2.0285207 69.0110121	1.9041818 78.2706592	1.8520874 83.0992577	1.8051766 88.0379914	1.7626301 93.0749207	1.7238086 98.2004908	1.6882049 103.4067964	1.6554103 108.6871057	1.6250902 114.0355492	1.5969671 119.4469147	1.5708075 124.9165112	1.5464128 130.4400762	1.5022577 141.6338319	1.4822197 147.2971410	1.4633843 153.0005931	1.4289286 164.5168899	1.4131382 170.3247338	1.3982071 176.1626866	1.3840704 182.0286957	1.3706694 187.9208635	1.3579510 193.8374358	1.3458667 199.7767906	1.3343726 205.7374281	1.3234285 211.7179612	1.3129976 217.7171067	1.3030464 223.7336768	1.2935440 229.7665720	1.2844620 235.8147738	1.2757744 241.8773384
	2.5510378 50.0126063	2.4035109 53.0754824	2.2798892 56.6293203	2.1758503 60.5504981	2.0873447 64.7520658	2.0110787 69.1741097	1.8857589 78.5261379	1.8333574 83.4058230	1.7862243 88.3984563	1.7435209 93.4918010	1.7045929 98.6760363	1.6689219 103.9430202	1.6360902 109.2858099	1.6057567 114.6983485	1.5776383 120.1752579	1.5514975 125.7116995	1.5271323 131.3032798	1.4830588 142.6361259	1.4630692 148.3703150	1.4442855 154.1454247	1.4099390 165.8070865	1.3942047 171.6885147	1.3793300 177.6005818	1.3652496 183.5411888	1.3519045 189.5083961	1.3392412 195.5004121	1.3272112 201.5155810	1.3157705 207.5523726	1.3048786 213.6093722	1.2944989 219.6852718	1.2845976 225.7788612	1.2751439 231.8890204	1.2661094 238.0147123	1.2574679 244.1549763
	2.5407665 50.0525202	2.3909368 53.1379270	2.2655467 56.7200802	2.1601692 60.6749067	2.0706569 64.9149871	1.9936367 69.3799473	1.8673359 78.8293143	1.8146273 83.7626535	1.7672720 88.8118103	1.7244117 93.9642500	1.6853773 99.2098850	1.6496389 104.5403349	1.6167702 109.9484446	1.5864232 115.4279682	1.5583095 120.9733593	1.5321874 126.5796298	1.5078518 132.2422531	1.4638599 143.7203665	1.4439187 149.5285805	1.4251867 155.3785273	1.3909494 167.1920084	1.3752712 173.1502918	1.3604528 179.1397708	1.3464287 185.1582980	1.3331395 191.2038906	1.3205314 197.2747179	1.3085558 203.3690889	1.2971684 209.4854416	1.2863288 215.6223328	1.2760002 221.7784282	1.2661489 227.9524941	1.2567438 234.1433892	1.2477567 240.3500570	1.2391614 246.5715191
	2.5304952 50.1245759	2.3783627 53.2344146	2.2512043 56.8470272	2.1444882 60.8378109	2.0539692 65.1188286	1.9761946 69.6292198	1.8489130 79.1811729	1.7958973 84.1708872	1.7483197 89.2793497	1.7053024 94.4937261	1.6661616 99.8036603	1.6303558 105.2005319	1.5974502 110.6769716	1.5670896 116.2265424	1.5389807 121.8435273	1.5128774 127.5227864	1.4885713 133.2596574	1.4446610 144.8895730	1.4247682 150.7751373	1.4060878 156.7032821	1.3719598 168.6754021	1.3563377 174.7139953	1.3415757 180.7843681	1.3276079 186.8843229	1.3143745 193.0118322	1.3018216 199.1650243	1.2899003 205.3421719	1.2785663 211.5416797	1.2677790 217.7620746	1.2575016 224.0019952	1.2477001 230.2601831	1.2383437 236.5354745	1.2294040 242.8267926	1.2208549 249.1331405
	2.5202240 50.2290437	2.3657886 53.3653006	2.2368619 57.0106202	2.1288071 61.0397875	2.0372814 65.3642982	1.9587526 69.9227760	1.8304901 79.5828687	1.7771672 84.6318417	1.7293674 89.8025598	1.6861932 95.0818863	1.6469459 100.4591946	1.6110728 105.9256221	1.5781301 111.4735830	1.5477561 117.0964465	1.5196519 122.7883228	1.4935673 128.5439174	1.4692908 134.3584298	1.4254621 146.1470650	1.4056178 152.1134980	1.3869890 158.1233958	1.3529702 170.2613654	1.3374042 176.3839198	1.3226986 182.5388659	1.3087871 188.7239542	1.2956095 194.9371103	1.2831118 201.1764206	1.2712449 207.4401193	1.2599642 213.7265770	1.2492292 220.0342890	1.2390029 226.3618657	1.2292513 232.7080229	1.2199436 239.0715734	1.2110514 245.4514190	1.2025484 251.8465434
	2.5099527 50.3663173	2.3532145 53.5310700	2.2225194 57.2114544	2.1131260 61.2815580	2.0205937 65.6522563	1.9413106 70.2616262	1.8120671 80.0357374	1.7584372 85.1470255	1.7104151 90.3831270	1.6670840 95.7305998	1.6277303 101.1785438	1.5917898 106.7178515	1.5588101 112.3407176	1.5284226 118.0403154	1.5003230 123.8105789	1.4742573 129.6460563	1.4500103 135.5418061	1.4062632 147.4964873	1.3864673 153.5475142	1.3678902 159.6429282	1.3339806 171.9543777	1.3184707 178.1647562	1.3038215 184.4081672	1.2899662 190.6823078	1.2768445 196.9850549	1.2644020 203.3144509	1.2525894 209.6686907	1.2413621 216.0461086	1.2306794 222.4451675	1.2205042 228.8644481	1.2108026 235.3026393	1.2015435 241.7585295	1.1926987 248.2309981	1.1842418 254.7190083
	2.4996814 50.5369177	2.3406404 53.7323421	2.2081770 57.4502674	2.0974450 61.5639946	2.0039059 65.9837235	1.9238685 70.6469508	1.7936442 80.5413061	1.7397072 85.7181499	1.6914628 91.0229528	1.6479748 96.4419631	1.6085146 101.9640036	1.5725068 107.5797190	1.5394901 113.2810813	1.5090890 119.0610643	1.4809942 124.9134231	1.4549472 130.8325452	1.4307297 136.8133450	1.3870643 148.9418381	1.3673168 155.0814062	1.3487914 161.2663230	1.3149910 173.7593339	1.2995372 180.0616264	1.2849444 186.3976225	1.2711454 192.7649634	1.2580795 199.1614756	1.2456922 205.5851562	1.2339340 212.0341584	1.2227600 218.5067794	1.2121296 225.0014480	1.2020055 231.5167140	1.1923538 238.0512383	1.1831434 244.6037835	1.1743460 251.1732058	1.1659353 257.7584469
	2.4894101 50.7414982	2.3280663 53.9698763	2.1938345 57.7279456	2.0817639 61.8881283	1.9872182 66.3598901	1.9064265 71.0801111	1.7752213 81.1013070	1.7209771 86.3471441	1.6725105 91.7241695	1.6288656 97.2183173	1.5892989 102.8181291	1.5532238 108.5139974	1.5201700 114.2976684	1.4897555 120.1619124	1.4616654 126.1003025	1.4356372 132.1070617	1.4114492 138.1769573	1.3678654 150.4875004	1.3481663 156.7197961	1.3296926 162.9984431	1.2960014 175.6815825	1.2806037 182.0801240	1.2660673 188.5130712	1.2523245 194.9780076	1.2393145 201.4727074	1.2269824 207.9951202	1.2152785 214.5433565	1.2041580 221.1156742	1.1935798 227.7104668	1.1835068 234.3262519	1.1739050 240.9616611	1.1647434 247.6154301	1.1559933 254.2863907	1.1476288 260.9734624
	2.4791389 50.9808505	2.3154922 54.2445791	2.1794921 58.0455329	2.0660829 62.2551588	1.9705304 66.7821264	1.8889845 71.5626614	1.7567983 81.7176924	1.7022471 87.0361718	1.6535582 92.4891593	1.6097563 98.0622688	1.5700833 103.7437558	1.5339408 109.5237565	1.5008500 115.3937868	1.4704220 121.3464099	1.4423366 127.3750123	1.4163271 133.4736495	1.3921687 139.6369375	1.3486665 152.1382778	1.3290158 158.4677452	1.3105937 164.8446095	1.2770118 177.7269689	1.2616702 184.2263586	1.2471902 190.7608888	1.2335037 197.3280828	1.2205495 203.9256607	1.2082726 210.5515227	1.1966231 217.2037345	1.1855559 223.8805136	1.1750300 230.5802164	1.1650081 237.3013270	1.1554562 244.0424461	1.1463433 250.8022818	1.1376407 257.5796401	1.1293223 264.3734173
	2.4688676 51.2559129	2.3029181 54.5575134	2.1651497 58.4042405	2.0504018 62.6664653	1.9538427 67.2519962	1.8715424 72.0963631	1.7383754 82.3926523	1.6835170 87.7876507	1.6346059 93.3205749	1.5906471 98.9767117	1.5508676 104.7440252	1.5146578 110.6123900	1.4815299 116.5730870	1.4510884 122.6184679	1.4230078 128.7417284	1.3970170 134.9367523	1.3728882 141.1980003	1.3294676 153.8994352	1.3098654 160.3307970	1.2914949 166.8106461	1.2580222 179.9018838	1.2427367 186.5070069	1.2283131 193.1480393	1.2146829 199.8224420	1.2017846 206.5278785	1.1895628 213.2621979	1.1779676 220.0234193	1.1669538 226.8097178	1.1564802 233.6194114	1.1465094 240.4509490	1.1370075 247.3028994	1.1279432 254.1739414	1.1192880 261.0628544	1.1110158 267.9685100
	2.4585963 51.5677795	2.2903440 54.9099084	2.1508072 58.8054589	2.0347207 63.1236204	1.9371549 67.7712713	1.8541004 72.6832020	1.7199525 83.1286352	1.6647870 88.6042749	1.6156536 94.2213638	1.5715379 99.9648544	1.5316519 105.8224126	1.4953747 111.7836458	1.4622099 117.8395945	1.4317549 123.9823939	1.4036789 130.2050445	1.3777070 136.5012535	1.3536077 142.8653224	1.3102687 155.7767443	1.2907149 162.3150246	1.2723961 168.9029301	1.2390326 182.2133185	1.2238032 188.9293702	1.2094359 195.6821356	1.1958620 202.4690111	1.1830196 209.2876014	1.1708530 216.1357022	1.1593122 223.0112843	1.1483517 229.9124785	1.1379304 236.8375627	1.1280107 243.7849492	1.1185587 250.7531733	1.1095431 257.7408833	1.1009353 264.7468307	1.0927093 271.7698616
	2.4483250 51.9177112	2.2777699 55.3031726	2.1364648 59.2507715	2.0190397 63.6284052	1.9204672 68.3419491	1.8366583 73.3254070	1.7015295 83.9283707	1.6460569 89.4890400	1.5967013 95.1947965	1.5524287 101.0302495	1.5124362 106.9827595	1.4760917 113.0416604	1.4428899 119.1977464	1.4124214 125.4429308	1.3843501 131.7700134	1.3583969 138.1725201	1.3343272 144.6445886	1.2910698 157.7765357	1.2715644 164.4270860	1.2532973 171.1284492	1.2200430 184.6689274	1.2048697 191.5014392	1.1905588 198.3715069	1.1770412 205.2764593	1.1642546 212.2138402	1.1521432 219.1813897	1.1406567 226.1770280	1.1297496 233.1988400	1.1193806 240.2450617	1.1095121 247.3140670	1.1001099 254.4043564	1.0911430 261.5145461	1.0825826 268.6433586	1.0744028 275.7896131
	2.4380537 52.3071492	2.2651958 55.7389083	2.1221224 59.7419716	2.0033586 64.1828280	1.9037794 68.9662727	1.8192163 74.0254729	1.6831066 84.7948972	1.6273269 90.4452730	1.5777490 96.2444977	1.5333194 102.1768279	1.4932206 108.2293106	1.4568087 114.3909989	1.4235698 120.6524343	1.3930878 127.0053019	1.3650213 133.4421953	1.3390869 139.9564538	1.3150466 146.5420459	1.2718709 159.9057582	1.2524139 166.6742856	1.2341985 173.4948666	1.2010534 187.2770990	1.1859362 194.2319685	1.1716817 201.2252757	1.1582203 208.2542793	1.1454896 215.3164594	1.1334334 222.4094983	1.1220013 229.5312634	1.1111475 236.6797917	1.1008308 243.8532753	1.0910134 251.0500483	1.0816612 258.2685746	1.0727429 265.5074370	1.0642300 272.7653274	1.0560963 280.0410370
	2.4277825 52.7377302	2.2526217 56.2189282	2.1077799 60.2810804	1.9876776 64.7891445	1.8870917 69.6467540	1.8017743 74.7861854	1.6646837 85.7315922	1.6085968 91.4766652	1.5587967 97.3744828	1.5142102 103.4089382	1.4740049 109.5667559	1.4375257 115.8366999	1.4042498 122.2090520	1.3737543 128.6752623	1.3456925 135.2277120	1.3197768 141.8595478	1.2957661 148.5645639	1.2526720 162.1720460	1.2332634 169.0646455	1.2150997 176.0105952	1.1820638 190.0470363	1.1670027 197.1305602	1.1528046 204.2534455	1.1393995 211.4128780	1.1267246 218.6062714	1.1147236 225.8312477	1.1033458 233.0856192	1.0925454 240.3673729	1.0822809 247.6746551	1.0725147 255.0057580	1.0632124 262.3591074	1.0543428 269.7332512	1.0458773 277.1268492	1.0377898 284.5386634
	2.4175112 53.2113046	2.2400476 56.7452760	2.0934375 60.8703697	1.9719965 65.4498832	1.8704039 70.3862010	1.7843322 75.6106516	1.6462607 86.7422080	1.5898668 92.5873113	1.5398444 98.5891999	1.4951010 104.7313920	1.4547892 111.0002790	1.4182427 117.3843274	1.3849298 123.8735509	1.3544208 130.4591575	1.3263637 137.1333091	1.3004668 143.8889537	1.2764856 150.7197048	1.2334731 164.5837958	1.2141130 171.6069855	1.1960008 178.6848818	1.1630741 192.9888494	1.1480692 200.2077604	1.1339275 207.4670009	1.1205787 214.7636808	1.1079596 222.0951447	1.0960138 229.4589514	1.0846904 236.8528559	1.0739434 244.2747927	1.0637311 251.7228603	1.0540160 259.1953073	1.0447636 266.6905193	1.0359427 274.2070079	1.0275246 281.7433991	1.0194833 289.2984241
	2.4072399 53.7299576	2.2274735 57.3202488	2.0790950 61.5123871	1.9563154 66.1678726	1.8537162 71.1877484	1.7668902 76.5023336	1.6278378 87.8309124	1.5711367 93.7817534	1.5208921 99.8935777	1.4759918 106.1495150	1.4355736 112.5356128	1.3989597 119.0400300	1.3656097 125.6525035	1.3350872 132.3639911	1.3070348 139.1664279	1.2811567 146.0525561	1.2572051 153.0158024	1.2142742 167.1502549	1.1949625 174.3110164	1.1769020 181.5279041	1.1440845 196.1136612	1.1291357 203.4751690	1.1150504 210.8780219	1.1017578 218.3192505	1.0891946 225.7961271	1.0773040 233.3061447	1.0660349 240.8469982	1.0553413 248.4165673	1.0451813 256.0129004	1.0355173 263.6342004	1.0263148 271.2788110	1.0175426 278.9452054	1.0091720 286.6319746	1.0011768 294.3378175
	2.3969686 54.2960336	2.2148995 57.9464244	2.0647526 62.2099855	1.9406344 66.9462744	1.8370284 72.0548942	1.7494482 77.4650880	1.6094149 89.0023360	1.5524067 95.0650324	1.5019398 101.2930806	1.4568826 107.6692070	1.4163579 114.1791030	1.3796766 120.8106091	1.3462897 127.5531756	1.3157537 134.3975014	1.2877060 141.3352865	1.2618467 148.3590599	1.2379246 155.4620544	1.1950753 169.8816226	1.1758120 177.1874453	1.1578032 184.5508820	1.1250949 199.4337281	1.1102022 206.9455661	1.0961733 214.4998153	1.0829370 222.0934236	1.0704296 229.7235875	1.0585942 237.3877313	1.0473795 245.0834870	1.0367392 252.8086768	1.0266315 260.5612969	1.0170186 268.3395020	1.0078661 276.1415921	0.9991425 283.9660001	0.9908193 291.8112800	0.9828703 299.6760970
	2.3866974 54.9121647	2.2023254 58.6266923	2.0504102 62.9663577	1.9249533 67.7886213	1.8203407 72.9915406	1.7320061 78.5032121	1.5909919 90.2616267	1.5336766 96.4427468	1.4829875 102.7937723	1.4377733 109.2970102	1.3971422 115.9377819	1.3603936 122.7035978	1.3269697 129.5836110	1.2964202 136.5682513	1.2683772 143.6489753	1.2425366 150.8180901	1.2186441 158.0686271	1.1758764 172.7891662	1.1566615 180.2480985	1.1387044 187.7662051	1.1061053 202.9625797	1.0912687 210.6330571	1.0772962 218.3470659	1.0641161 226.1014673	1.0516647 233.8933787	1.0398844 241.7201522	1.0287240 249.5793542	1.0181371 257.4687466	1.0080817 265.3862705	0.9985199 273.3300305	0.9894173 281.2982804	0.9807424 289.2894109	0.9724666 297.3019374	0.9645638 305.3344894
	2.3764261 55.5813039	2.1897513 59.3642901	2.0360677 63.7850762	1.9092723 68.6988609	1.8036530 74.0020433	1.7145641 79.6214964	1.5725690 91.6145122	1.5149466 97.9211214	1.4640352 104.4023903	1.4186641 111.0401888	1.3779266 117.8194538	1.3411106 124.7273520	1.3076496 131.7527275	1.2770866 138.8857311	1.2490484 146.1175653	1.2232265 153.4403070	1.1993635 160.8467775	1.1566775 175.8853563	1.1375110 183.5060621	1.1196056 191.1875807	1.0871157 206.7151798	1.0723352 214.5532406	1.0584190 222.4360109	1.0452953 230.3602610	1.0328997 238.3230257	1.0211746 246.3215812	1.0100686 254.3534250	0.9995350 262.4162558	0.9895319 270.5079571	0.9800213 278.6265806	0.9709685 286.7703318	0.9623423 294.9375569	0.9541139 303.1267306	0.9462573 311.3364450
	2.3661548 56.3067640	2.1771772 60.1628456	2.0217253 64.6701396	1.8935912 69.6814069	1.7869652 75.0912667	1.6971221 80.8252868	1.5541461 93.0673741	1.4962165 99.5070862	1.4450829 106.1264307	1.3995549 112.9068213	1.3587109 119.8327932	1.3218276 126.8911554	1.2883296 134.0704304	1.2577531 141.3604776	1.2297196 148.7522354	1.2039165 156.2375402	1.1800830 163.8089946	1.1374786 179.1840225	1.1183605 186.9758460	1.1005068 194.8302048	1.0681261 210.7081130	1.0534017 218.7234026	1.0395419 226.7846421	1.0264745 234.8885065	1.0141347 243.0319435	1.0024648 251.2121503	0.9914131 259.4265515	0.9809329 267.6727798	0.9709821 275.9486578	0.9615226 284.2521818	0.9525198 292.5815063	0.9439422 300.9349310	0.9357613 309.3108876	0.9279507 317.7079289
	2.3558835 57.0922627	2.1646031 61.0264268	2.0073829 65.6260273	1.8779102 70.7411987	1.7702775 76.2646506	1.6796800 82.1205559	1.5357231 94.6273325	1.4774865 101.2083690	1.4261306 107.9742486	1.3804457 114.9059071	1.3394952 121.9874602	1.3025446 129.2053431	1.2690096 136.5477424	1.2384196 144.0042135	1.2103907 151.5654192	1.1846064 159.2229444	1.1608025 166.9691630	1.1182797 182.7005347	1.0992101 190.6735739	1.0814079 198.7109615	1.0491365 214.9598017	1.0344682 223.1627428	1.0206648 231.4129412	1.0076536 239.7069718	0.9953697 248.0416911	0.9837550 256.4142127	0.9727577 264.8218850	0.9623308 273.2622710	0.9524323 281.7331294	0.9430239 290.2323980	0.9340710 298.7581779	0.9255421 307.3087194	0.9174086 315.8824092	0.9096442 324.4777587
	2.3456122 57.9419761	2.1520290 61.9595991	1.9930404 66.6577627	1.8622291 71.8837720	1.7535897 77.5282864	1.6622380 83.5139876	1.5173002 96.3023462	1.4587564 103.0336038	1.4071783 109.9551745	1.3613365 117.0474928	1.3202796 124.2942347	1.2832616 131.6814444	1.2496895 139.1969569	1.2190860 146.8300098	1.1910619 154.5709771	1.1652964 162.4111808	1.1415220 170.3427551	1.0990808 186.4520150	1.0800596 194.6172051	1.0623091 202.8486547	1.0301469 219.4907593	1.0155347 227.8926382	1.0017877 236.3431542	0.9888328 244.8387769	0.9766047 253.3762667	0.9650452 261.9526495	0.9541022 270.5651932	0.9437287 279.2113875	0.9338825 287.8889239	0.9245252 296.5956783	0.9156222 305.3296955	0.9071420 314.0891739	0.8990559 322.8724526	0.8913377 331.6779991
	2.3353410 58.8606008	2.1394549 62.9674943	1.9786980 67.7709882	1.8465480 73.1153401	1.7369020 78.8890072	1.6447959 85.0130758	1.4988773 98.1013294	1.4400264 104.9924570	1.3882260 112.0796510	1.3422272 119.3428185	1.3010639 126.7651740	1.2639786 134.3323514	1.2303695 142.0318173	1.1997525 149.8524758	1.1717331 157.7843980	1.1459863 165.8186305	1.1222415 173.9470558	1.0798819 190.4575864	1.0609091 198.8267955	1.0432103 207.2642814	1.0111573 224.3238870	0.9966012 232.9369522	0.9829106 241.6001126	0.9700119 250.3097271	0.9578397 259.0624547	0.9463354 267.8552287	0.9354468 276.6852325	0.9251267 285.5498780	0.9153327 294.4467858	0.9060265 303.3737669	0.8971734 312.3288062	0.8887419 321.3100476	0.8807033 330.3157797	0.8730312 339.3444238
