           0   1.5000000    
           1   1.5000000    
           2   1.5000000    
           3   1.5000000    
           4   1.5000000    
           5   1.5000000    
           6   1.5000000    
           7   1.5000000    

           0   2.5000000    
           1   2.5000000    
           2   2.5000000    
           3   2.5000000    
           4   2.4050000    
           5   2.4050000    
           6   2.4050000    
           7   2.4050000    

           0   2.5000000    
           1   2.5000000    
           2   2.5000000    
           3   2.5000000    
           4   2.5549998    
           5   2.5549998    
           6   2.5549998    
           7   2.5549998    

           0   3.5000000    
           1   3.5000000    
           2   3.5000000    
           3   3.5000000    
           4   3.2650001    
           5   3.2650001    
           6   3.2650001    
           7   3.2650001    

           0   3.5000000    
           1   3.5000000    
           2   3.5000000    
           3   3.5000000    
           4   3.5150001    
           5   3.5150001    
           6   3.5150001    
           7   3.5150001    

           0   3.5000000    
           1   3.5000000    
           2   3.5000000    
           3   3.5000000    
           4   3.5000000    
           5   3.5000000    
           6   3.5000000    
           7   3.5000000    

           0   4.5000000    
           1   4.5000000    
           2   4.5000000    
           3   4.5000000    
           4   4.0799999    
           5   4.0799999    
           6   4.0799999    
           7   4.0799999    

           0   4.5000000    
           1   4.5000000    
           2   4.5000000    
           3   4.5000000    
           4   4.4299998    
           5   4.4299998    
           6   4.4299998    
           7   4.4299998    

           0   4.5000000    
           1   4.5000000    
           2   4.5000000    
           3   4.5000000    
           4   4.4049997    
           5   4.4049997    
           6   4.4049997    
           7   4.4049997    

           0   4.5000000    
           1   4.5000000    
           2   4.5000000    
           3   4.5000000    
           4   4.5549998    
           5   4.5549998    
           6   4.5549998    
           7   4.5549998    

           0   5.5000000    
           1   5.5000000    
           2   5.5000000    
           3   5.5000000    
           4   4.8500004    
           5   4.8500004    
           6   4.8500004    
           7   4.8500004    

           0   5.5000000    
           1   5.5000000    
           2   5.5000000    
           3   5.5000000    
           4   5.3000002    
           5   5.3000002    
           6   5.3000002    
           7   5.3000002    

           0   5.5000000    
           1   5.5000000    
           2   5.5000000    
           3   5.5000000    
           4   5.2649999    
           5   5.2649999    
           6   5.2649999    
           7   5.2649999    

           0   5.5000000    
           1   5.5000000    
           2   5.5000000    
           3   5.5000000    
           4   5.5149999    
           5   5.5149999    
           6   5.5149999    
           7   5.5149999    

           0   5.5000000    
           1   5.5000000    
           2   5.5000000    
           3   5.5000000    
           4   5.5000000    
           5   5.5000000    
           6   5.5000000    
           7   5.5000000    

           0   6.5000000    
           1   6.5000000    
           2   6.5000000    
           3   6.5000000    
           4   5.5749998    
           5   5.5749998    
           6   5.5749998    
           7   5.5749998    

           0   6.5000000    
           1   6.5000000    
           2   6.5000000    
           3   6.5000000    
           4   6.1250000    
           5   6.1250000    
           6   6.1250000    
           7   6.1250000    

           0   6.5000000    
           1   6.5000000    
           2   6.5000000    
           3   6.5000000    
           4   6.0799999    
           5   6.0799999    
           6   6.0799999    
           7   6.0799999    

           0   6.5000000    
           1   6.5000000    
           2   6.5000000    
           3   6.5000000    
           4   6.4299998    
           5   6.4299998    
           6   6.4299998    
           7   6.4299998    

           0   6.5000000    
           1   6.5000000    
           2   6.5000000    
           3   6.5000000    
           4   6.4049997    
           5   6.4049997    
           6   6.4049997    
           7   6.4049997    

           0   6.5000000    
           1   6.5000000    
           2   6.5000000    
           3   6.5000000    
           4   6.5549998    
           5   6.5549998    
           6   6.5549998    
           7   6.5549998    

